TCR_Cluster	n	Sample
S_14678	1	LT2
S_14679	1	LT2
S_14680	1	LT2
S_14681	1	LT2
S_14682	1	LT2
S_14683	1	LT2
S_14684	1	LT2
S_14685	1	LT2
S_14686	1	LT2
S_14687	1	LT2
S_14688	1	LT2
S_14689	1	LT2
S_14690	1	LT2
S_14691	1	LT2
S_14692	1	LT2
S_14693	1	LT2
S_14694	1	LT2
S_14695	1	LT2
S_14696	1	LT2
S_14697	1	LT2
S_14698	1	LT2
S_14699	1	LT2
S_14700	1	LT2
S_14701	1	LT2
S_14702	1	LT2
S_14703	1	LT2
S_14704	1	LT2
S_14705	1	LT2
S_14706	1	LT2
S_14707	1	LT2
S_14708	1	LT2
S_14709	1	LT2
S_14710	1	LT2
S_14711	1	LT2
S_14712	1	LT2
S_14713	1	LT2
S_14714	1	LT2
S_14715	1	LT2
S_14716	1	LT2
S_14717	1	LT2
S_14718	1	LT2
S_14719	1	LT2
S_14720	1	LT2
S_14721	1	LT2
S_14722	1	LT2
S_14723	1	LT2
S_14724	1	LT2
S_14725	1	LT2
S_14726	1	LT2
S_14727	1	LT2
S_14728	1	LT2
S_14729	1	LT2
S_14730	1	LT2
S_14731	1	LT2
S_14732	1	LT2
S_14733	1	LT2
S_14734	1	LT2
S_14735	1	LT2
S_14736	1	LT2
S_14737	1	LT2
S_14738	1	LT2
S_14739	1	LT2
S_14740	1	LT2
S_14741	1	LT2
S_14742	1	LT2
S_14743	1	LT2
S_14744	1	LT2
S_14745	1	LT2
S_14746	1	LT2
S_14747	1	LT2
S_14748	1	LT2
S_14749	1	LT2
S_14750	1	LT2
S_14751	1	LT2
S_14752	1	LT2
S_14753	1	LT2
S_14754	1	LT2
S_14755	1	LT2
S_14756	1	LT2
S_14757	1	LT2
S_14758	1	LT2
S_14759	1	LT2
S_14760	1	LT2
S_14761	1	LT2
S_14762	1	LT2
S_14763	1	LT2
S_14764	1	LT2
S_14765	1	LT2
S_14766	1	LT2
S_14767	1	LT2
S_14768	1	LT2
S_14769	1	LT2
S_14770	1	LT2
S_14771	1	LT2
S_14772	1	LT2
S_14773	1	LT2
S_14774	1	LT2
S_14775	1	LT2
S_14776	1	LT2
S_14778	1	LT2
S_14779	1	LT2
S_14780	1	LT2
S_14781	1	LT2
S_14782	1	LT2
S_14783	1	LT2
S_14784	1	LT2
S_14785	1	LT2
S_14786	1	LT2
S_14787	1	LT2
S_14788	1	LT2
S_14789	1	LT2
S_14790	1	LT2
S_14791	1	LT2
S_14792	1	LT2
S_14793	1	LT2
S_14794	1	LT2
S_14795	1	LT2
S_14796	1	LT2
S_14797	1	LT2
S_14798	1	LT2
S_14799	1	LT2
S_14800	1	LT2
S_14801	1	LT2
S_14802	1	LT2
S_14803	1	LT2
S_14804	1	LT2
S_14805	1	LT2
S_14806	1	LT2
S_14807	1	LT2
S_14808	1	LT2
S_14809	1	LT2
S_14810	1	LT2
S_14811	1	LT2
S_14812	1	LT2
S_14813	1	LT2
S_14814	1	LT2
S_14815	1	LT2
S_14816	1	LT2
S_14817	1	LT2
S_14818	1	LT2
S_14819	1	LT2
S_14820	1	LT2
S_14821	1	LT2
S_14822	1	LT2
S_14823	1	LT2
S_14824	1	LT2
S_14825	1	LT2
S_14826	1	LT2
S_14828	1	LT2
S_14829	1	LT2
S_14830	1	LT2
S_14831	1	LT2
S_14832	1	LT2
S_14834	1	LT2
S_14835	1	LT2
S_14836	1	LT2
S_14837	1	LT2
S_14838	1	LT2
S_14839	1	LT2
S_14840	1	LT2
S_14841	1	LT2
S_14842	1	LT2
S_14843	1	LT2
S_14844	1	LT2
S_14845	1	LT2
S_14846	1	LT2
S_14847	1	LT2
S_14848	1	LT2
S_14849	1	LT2
S_14850	1	LT2
S_14851	1	LT2
S_14852	1	LT2
S_14853	1	LT2
S_14854	1	LT2
S_14855	1	LT2
S_14856	1	LT2
S_14857	1	LT2
S_14858	1	LT2
S_14859	1	LT2
S_14860	1	LT2
S_14861	1	LT2
S_14862	1	LT2
S_14863	1	LT2
S_14864	1	LT2
S_14865	1	LT2
S_14866	1	LT2
S_14867	1	LT2
S_14868	1	LT2
S_14869	1	LT2
S_14870	1	LT2
S_14871	1	LT2
S_14872	1	LT2
S_14873	1	LT2
S_14874	1	LT2
S_14875	1	LT2
S_14876	1	LT2
S_14877	1	LT2
S_14878	1	LT2
S_14879	1	LT2
S_14880	1	LT2
S_14881	1	LT2
S_14882	1	LT2
S_14883	1	LT2
S_14884	1	LT2
S_14885	1	LT2
S_14886	1	LT2
S_14887	1	LT2
S_14888	1	LT2
S_14889	1	LT2
S_14890	1	LT2
S_14891	1	LT2
S_14892	1	LT2
S_14893	1	LT2
S_14894	1	LT2
S_14895	1	LT2
S_14896	1	LT2
S_14897	1	LT2
S_14898	1	LT2
S_14899	1	LT2
S_14900	1	LT2
S_14901	1	LT2
S_14902	1	LT2
S_14903	1	LT2
S_14904	1	LT2
S_14905	1	LT2
S_14906	1	LT2
S_14907	1	LT2
S_14908	1	LT2
S_14909	1	LT2
S_14910	1	LT2
S_14911	1	LT2
S_14912	1	LT2
S_14913	1	LT2
S_14914	1	LT2
S_14915	1	LT2
S_14916	1	LT2
S_14917	1	LT2
S_14918	1	LT2
S_14919	1	LT2
S_14920	1	LT2
S_14921	1	LT2
S_14922	1	LT2
S_14923	1	LT2
S_14924	1	LT2
S_14925	1	LT2
S_14926	1	LT2
S_14927	1	LT2
S_14928	1	LT2
S_14929	1	LT2
S_14930	1	LT2
S_14931	1	LT2
S_14932	1	LT2
S_14933	1	LT2
S_14934	1	LT2
S_14935	1	LT2
S_14936	1	LT2
S_14937	1	LT2
S_14938	1	LT2
S_14939	1	LT2
S_14940	1	LT2
S_14941	1	LT2
S_14942	1	LT2
S_14943	1	LT2
S_14944	1	LT2
S_14945	1	LT2
S_14946	1	LT2
S_14947	1	LT2
S_14948	1	LT2
S_14949	1	LT2
S_14950	1	LT2
S_14951	1	LT2
S_14952	1	LT2
S_14953	1	LT2
S_14954	1	LT2
S_14955	1	LT2
S_14956	1	LT2
S_14957	1	LT2
S_14958	1	LT2
S_14959	1	LT2
S_14960	1	LT2
S_14961	1	LT2
S_14962	1	LT2
S_14963	1	LT2
S_14964	1	LT2
S_14965	1	LT2
S_14966	1	LT2
S_14967	1	LT2
S_14968	1	LT2
S_14969	1	LT2
S_14970	1	LT2
S_14971	1	LT2
S_14972	1	LT2
S_14973	1	LT2
S_14974	1	LT2
S_14975	1	LT2
S_14976	1	LT2
S_14977	1	LT2
S_14978	1	LT2
S_14979	1	LT2
S_14980	1	LT2
S_14981	1	LT2
S_14982	1	LT2
S_14983	1	LT2
S_14984	1	LT2
S_14985	1	LT2
S_14986	1	LT2
S_14987	1	LT2
S_14988	1	LT2
S_14989	1	LT2
S_14990	1	LT2
S_14991	1	LT2
S_14992	1	LT2
S_14993	1	LT2
S_14994	1	LT2
S_14995	1	LT2
S_14996	1	LT2
S_14997	1	LT2
S_14998	1	LT2
S_14999	1	LT2
S_15000	1	LT2
S_15001	1	LT2
S_15002	1	LT2
S_15003	1	LT2
S_15004	1	LT2
S_15005	1	LT2
S_15006	1	LT2
S_15007	1	LT2
S_15008	1	LT2
S_15009	1	LT2
S_15010	1	LT2
S_15011	1	LT2
S_15012	1	LT2
S_15013	1	LT2
S_15014	1	LT2
S_15015	1	LT2
S_15016	1	LT2
S_15017	1	LT2
S_15018	1	LT2
S_15019	1	LT2
S_15020	1	LT2
S_15021	1	LT2
S_15022	1	LT2
S_15023	1	LT2
S_15024	1	LT2
S_15025	1	LT2
S_15026	1	LT2
S_15027	1	LT2
S_15028	1	LT2
S_15029	1	LT2
S_15030	1	LT2
S_15031	1	LT2
S_15032	1	LT2
S_15033	1	LT2
S_15034	1	LT2
S_15035	1	LT2
S_15036	1	LT2
S_15037	1	LT2
S_15038	1	LT2
S_15039	1	LT2
S_15040	1	LT2
S_15041	1	LT2
S_15042	1	LT2
S_15043	1	LT2
S_15044	1	LT2
S_15045	1	LT2
S_15046	1	LT2
S_15047	1	LT2
S_15048	1	LT2
S_15049	1	LT2
S_15050	1	LT2
S_15051	1	LT2
S_15052	1	LT2
S_15053	1	LT2
S_15054	1	LT2
S_15055	1	LT2
S_15056	1	LT2
S_15057	1	LT2
S_15058	1	LT2
S_15059	1	LT2
S_15060	1	LT2
S_15061	1	LT2
S_15062	1	LT2
S_15063	1	LT2
S_15064	1	LT2
S_15065	1	LT2
S_15066	1	LT2
S_15067	1	LT2
S_15068	1	LT2
S_15069	1	LT2
S_15070	1	LT2
S_15071	1	LT2
S_15072	1	LT2
S_15073	1	LT2
S_15074	1	LT2
S_15075	1	LT2
S_15076	1	LT2
S_15077	1	LT2
S_15078	1	LT2
S_15079	1	LT2
S_15080	1	LT2
S_15081	1	LT2
S_15082	1	LT2
S_15083	1	LT2
S_15084	1	LT2
S_15085	1	LT2
S_15086	1	LT2
S_15087	1	LT2
S_15088	1	LT2
S_15089	1	LT2
S_15090	1	LT2
S_15091	1	LT2
S_15092	1	LT2
S_15093	1	LT2
S_15094	1	LT2
S_15095	1	LT2
S_15096	1	LT2
S_15097	1	LT2
S_15098	1	LT2
S_15099	1	LT2
S_15100	1	LT2
S_15101	1	LT2
S_15102	1	LT2
S_15103	1	LT2
S_15104	1	LT2
S_15105	1	LT2
S_15106	1	LT2
S_15107	1	LT2
S_15108	1	LT2
S_15109	1	LT2
S_15110	1	LT2
S_15111	1	LT2
S_15112	1	LT2
S_15113	1	LT2
S_15114	1	LT2
S_15115	1	LT2
S_15116	1	LT2
S_15117	1	LT2
S_15118	1	LT2
S_15119	1	LT2
S_15120	1	LT2
S_15121	1	LT2
S_15122	1	LT2
S_15123	1	LT2
S_15124	1	LT2
S_15125	1	LT2
S_15126	1	LT2
S_15127	1	LT2
S_15128	1	LT2
S_15129	1	LT2
S_15130	1	LT2
S_15131	1	LT2
S_15132	1	LT2
S_15133	1	LT2
S_15134	1	LT2
S_15135	1	LT2
S_15136	1	LT2
S_15137	1	LT2
S_15138	1	LT2
S_15139	1	LT2
S_15140	1	LT2
S_15141	1	LT2
S_15142	1	LT2
S_15143	1	LT2
S_15144	1	LT2
S_15145	1	LT2
S_15146	1	LT2
S_15147	1	LT2
S_15148	1	LT2
S_15149	1	LT2
S_15150	1	LT2
S_15151	1	LT2
S_15152	1	LT2
S_15153	1	LT2
S_15154	1	LT2
S_15155	1	LT2
S_15156	1	LT2
S_15157	1	LT2
S_15158	1	LT2
S_15159	1	LT2
S_15160	1	LT2
S_15161	1	LT2
S_15162	1	LT2
S_15163	1	LT2
S_15164	1	LT2
S_15165	1	LT2
S_15166	1	LT2
S_15167	1	LT2
S_15168	1	LT2
S_15169	1	LT2
S_15170	1	LT2
S_15171	1	LT2
S_15172	1	LT2
S_15173	1	LT2
S_15174	1	LT2
S_15175	1	LT2
S_15176	1	LT2
S_15177	1	LT2
S_15178	1	LT2
S_15179	1	LT2
S_15180	1	LT2
S_15181	1	LT2
S_15182	1	LT2
S_15183	1	LT2
S_15184	1	LT2
S_15185	1	LT2
S_15186	1	LT2
S_15187	1	LT2
S_15188	1	LT2
S_15189	1	LT2
S_15190	1	LT2
S_15191	1	LT2
S_15192	1	LT2
S_15193	1	LT2
S_15194	1	LT2
S_15195	1	LT2
S_15196	1	LT2
S_15197	1	LT2
S_15198	1	LT2
S_15199	1	LT2
S_15200	1	LT2
S_15201	1	LT2
S_15202	1	LT2
S_15203	1	LT2
S_15204	1	LT2
S_15205	1	LT2
S_15206	1	LT2
S_15207	1	LT2
S_15208	1	LT2
S_15209	1	LT2
S_15210	1	LT2
S_15211	1	LT2
S_15212	1	LT2
S_15213	1	LT2
S_15214	1	LT2
S_15215	1	LT2
S_15216	1	LT2
S_15217	1	LT2
S_15218	1	LT2
S_15219	1	LT2
S_15220	1	LT2
S_15222	1	LT2
S_15223	1	LT2
S_15224	1	LT2
S_15225	1	LT2
S_15226	1	LT2
S_15227	1	LT2
S_15228	1	LT2
S_15229	1	LT2
S_15230	1	LT2
S_15231	1	LT2
S_15232	1	LT2
S_15233	1	LT2
S_15234	1	LT2
S_15235	1	LT2
S_15236	1	LT2
S_15237	1	LT2
S_15238	1	LT2
S_15239	1	LT2
S_15240	1	LT2
S_15241	1	LT2
S_15242	1	LT2
S_15243	1	LT2
S_15244	1	LT2
S_15245	1	LT2
S_15246	1	LT2
S_15247	1	LT2
S_15248	1	LT2
S_15249	1	LT2
S_15250	1	LT2
S_15251	1	LT2
S_15252	1	LT2
S_15253	1	LT2
S_15254	1	LT2
S_15255	1	LT2
S_15256	1	LT2
S_15257	1	LT2
S_15258	1	LT2
S_15259	1	LT2
S_15260	1	LT2
S_15261	1	LT2
S_15262	1	LT2
S_15263	1	LT2
S_15264	1	LT2
S_15265	1	LT2
S_15266	1	LT2
S_15267	1	LT2
S_15268	1	LT2
S_15269	1	LT2
S_15270	1	LT2
S_15271	1	LT2
S_15272	1	LT2
S_15273	1	LT2
S_15274	1	LT2
S_15275	1	LT2
S_15276	1	LT2
S_15277	1	LT2
S_15278	1	LT2
S_15279	1	LT2
S_15280	1	LT2
S_15281	1	LT2
S_15282	1	LT2
S_15283	1	LT2
S_15284	1	LT2
S_15285	1	LT2
S_15286	1	LT2
S_15287	1	LT2
S_15288	1	LT2
S_15289	1	LT2
S_15290	1	LT2
S_15291	1	LT2
S_15292	1	LT2
S_15293	1	LT2
S_15294	1	LT2
S_15295	1	LT2
S_15296	1	LT2
S_15297	1	LT2
S_15298	1	LT2
S_15299	1	LT2
S_15300	1	LT2
S_15301	1	LT2
S_15302	1	LT2
S_15303	1	LT2
S_15304	1	LT2
S_15305	1	LT2
S_15306	1	LT2
S_15307	1	LT2
S_15308	1	LT2
S_15309	1	LT2
S_15310	1	LT2
S_15311	1	LT2
S_15312	1	LT2
S_15313	1	LT2
S_15314	1	LT2
S_15315	1	LT2
S_15316	1	LT2
S_15317	1	LT2
S_15318	1	LT2
S_15319	1	LT2
S_15320	1	LT2
S_15321	1	LT2
S_15322	1	LT2
S_15323	1	LT2
S_15324	1	LT2
S_15325	1	LT2
S_15326	1	LT2
S_15327	1	LT2
S_15328	1	LT2
S_15329	1	LT2
S_15330	1	LT2
S_15331	1	LT2
S_15332	1	LT2
S_15333	1	LT2
S_15334	1	LT2
S_15335	1	LT2
S_15336	1	LT2
S_15337	1	LT2
S_15338	1	LT2
S_15339	1	LT2
S_15340	1	LT2
S_15341	1	LT2
S_15342	1	LT2
S_15343	1	LT2
S_15344	1	LT2
S_15345	1	LT2
S_15346	1	LT2
S_15347	1	LT2
S_15348	1	LT2
S_15349	1	LT2
S_15350	1	LT2
S_15351	1	LT2
S_15352	1	LT2
S_15353	1	LT2
S_15354	1	LT2
S_15355	1	LT2
S_15356	1	LT2
S_15357	1	LT2
S_15358	1	LT2
S_15359	1	LT2
S_15360	1	LT2
S_15361	1	LT2
S_15362	1	LT2
S_15363	1	LT2
S_15364	1	LT2
S_15365	1	LT2
S_15366	1	LT2
S_15367	1	LT2
S_15368	1	LT2
S_15369	1	LT2
S_15370	1	LT2
S_15371	1	LT2
S_15372	1	LT2
S_15373	1	LT2
S_15374	1	LT2
S_15375	1	LT2
S_15376	1	LT2
S_15377	1	LT2
S_15378	1	LT2
S_15379	1	LT2
S_15380	1	LT2
S_15381	1	LT2
S_15382	1	LT2
S_15384	1	LT2
S_15385	1	LT2
S_15386	1	LT2
S_15387	1	LT2
S_15388	1	LT2
S_15389	1	LT2
S_15390	1	LT2
S_15391	1	LT2
S_15392	1	LT2
S_15393	1	LT2
S_15394	1	LT2
S_15395	1	LT2
S_15396	1	LT2
S_15397	1	LT2
S_15398	1	LT2
S_15399	1	LT2
S_15400	1	LT2
S_15401	1	LT2
S_15402	1	LT2
S_15403	1	LT2
S_15404	1	LT2
S_15405	1	LT2
S_15406	1	LT2
S_15407	1	LT2
S_15408	1	LT2
S_15409	1	LT2
S_15410	1	LT2
S_15411	1	LT2
S_15412	1	LT2
S_15413	1	LT2
S_15414	1	LT2
S_15415	1	LT2
S_15416	1	LT2
S_15417	1	LT2
S_15418	1	LT2
S_15419	1	LT2
S_15420	1	LT2
S_15421	1	LT2
S_15422	1	LT2
S_15423	1	LT2
S_15424	1	LT2
S_15425	1	LT2
S_15426	1	LT2
S_15427	1	LT2
S_15428	1	LT2
S_15429	1	LT2
S_15430	1	LT2
S_15431	1	LT2
S_15432	1	LT2
S_15433	1	LT2
S_15434	1	LT2
S_15435	1	LT2
S_15436	1	LT2
S_15437	1	LT2
S_15438	1	LT2
S_15439	1	LT2
S_15440	1	LT2
S_15441	1	LT2
S_15442	1	LT2
S_15443	1	LT2
S_15444	1	LT2
S_15445	1	LT2
S_15446	1	LT2
S_15447	1	LT2
S_15448	1	LT2
S_15449	1	LT2
S_15450	1	LT2
S_15451	1	LT2
S_15452	1	LT2
S_15453	1	LT2
S_15454	1	LT2
S_15455	1	LT2
S_15456	1	LT2
S_15457	1	LT2
S_15458	1	LT2
S_15459	1	LT2
S_15460	1	LT2
S_15461	1	LT2
S_15462	1	LT2
S_15463	1	LT2
S_15464	1	LT2
S_15465	1	LT2
S_15466	1	LT2
S_15467	1	LT2
S_15468	1	LT2
S_15469	1	LT2
S_15470	1	LT2
S_15471	1	LT2
S_15472	1	LT2
S_15473	1	LT2
S_15474	1	LT2
S_15475	1	LT2
S_15476	1	LT2
S_15477	1	LT2
S_15478	1	LT2
S_15479	1	LT2
S_15480	1	LT2
S_15481	1	LT2
S_15482	1	LT2
S_15483	1	LT2
S_15484	1	LT2
S_15485	1	LT2
S_15486	1	LT2
S_15487	1	LT2
S_15488	1	LT2
S_15489	1	LT2
S_15490	1	LT2
S_15491	1	LT2
S_15492	1	LT2
S_15493	1	LT2
S_15494	1	LT2
S_15495	1	LT2
S_15496	1	LT2
S_15497	1	LT2
S_15498	1	LT2
S_15499	1	LT2
S_15500	1	LT2
S_15501	1	LT2
S_15502	1	LT2
S_15503	1	LT2
S_15504	1	LT2
S_15505	1	LT2
S_15506	1	LT2
S_15507	1	LT2
S_15508	1	LT2
S_15509	1	LT2
S_15510	1	LT2
S_15511	1	LT2
S_15512	1	LT2
S_15513	1	LT2
S_15514	1	LT2
S_15515	1	LT2
S_15516	1	LT2
S_15517	1	LT2
S_15518	1	LT2
S_15519	1	LT2
S_15520	1	LT2
S_15521	1	LT2
S_15522	1	LT2
S_15523	1	LT2
S_15524	1	LT2
S_15525	1	LT2
S_15526	1	LT2
S_15527	1	LT2
S_15528	1	LT2
S_15529	1	LT2
S_15530	1	LT2
S_15531	1	LT2
S_15532	1	LT2
S_15533	1	LT2
S_15534	1	LT2
S_15535	1	LT2
S_15536	1	LT2
S_15537	1	LT2
S_15538	1	LT2
S_15539	1	LT2
S_15540	1	LT2
S_15541	1	LT2
S_15542	1	LT2
S_15543	1	LT2
S_15544	1	LT2
S_15545	1	LT2
S_15546	1	LT2
S_15547	1	LT2
S_15548	1	LT2
S_15549	1	LT2
S_15550	1	LT2
S_15551	1	LT2
S_15552	1	LT2
S_15553	1	LT2
S_15554	1	LT2
S_15555	1	LT2
S_15556	1	LT2
S_15557	1	LT2
S_15558	1	LT2
S_15559	1	LT2
S_15560	1	LT2
S_15561	1	LT2
S_15562	1	LT2
S_15563	1	LT2
S_15564	1	LT2
S_15565	1	LT2
S_15566	1	LT2
S_15567	1	LT2
S_15568	1	LT2
S_15569	1	LT2
S_15570	1	LT2
S_15571	1	LT2
S_15572	1	LT2
S_15573	1	LT2
S_15574	1	LT2
S_15575	1	LT2
S_15576	1	LT2
S_15577	1	LT2
S_15578	1	LT2
S_15579	1	LT2
S_15580	1	LT2
S_15581	1	LT2
S_15582	1	LT2
S_15583	1	LT2
S_15584	1	LT2
S_15585	1	LT2
S_15586	1	LT2
S_15587	1	LT2
S_15588	1	LT2
S_15589	1	LT2
S_15590	1	LT2
S_15591	1	LT2
S_15592	1	LT2
S_15593	1	LT2
S_15594	1	LT2
S_15595	1	LT2
S_15596	1	LT2
S_15597	1	LT2
S_15598	1	LT2
S_15599	1	LT2
S_15600	1	LT2
S_15601	1	LT2
S_15602	1	LT2
S_15603	1	LT2
S_15604	1	LT2
S_15605	1	LT2
S_15606	1	LT2
S_15607	1	LT2
S_15608	1	LT2
S_15609	1	LT2
S_15610	1	LT2
S_15611	1	LT2
S_15612	1	LT2
S_15613	1	LT2
S_15614	1	LT2
S_15615	1	LT2
S_15616	1	LT2
S_15617	1	LT2
S_15618	1	LT2
S_15619	1	LT2
S_15620	1	LT2
S_15621	1	LT2
S_15622	1	LT2
S_15623	1	LT2
S_15624	1	LT2
S_15625	1	LT2
S_15626	1	LT2
S_15627	1	LT2
S_15628	1	LT2
S_15629	1	LT2
S_15630	1	LT2
S_15631	1	LT2
S_15632	1	LT2
S_15633	1	LT2
S_15634	1	LT2
S_15635	1	LT2
S_15636	1	LT2
S_15637	1	LT2
S_15638	1	LT2
S_15639	1	LT2
S_15640	1	LT2
S_15641	1	LT2
S_15642	1	LT2
S_15643	1	LT2
S_15644	1	LT2
S_15645	1	LT2
S_15646	1	LT2
S_15647	1	LT2
S_15648	1	LT2
S_15649	1	LT2
S_15650	1	LT2
S_15651	1	LT2
S_15652	1	LT2
S_15653	1	LT2
S_15654	1	LT2
S_15655	1	LT2
S_15656	1	LT2
S_15657	1	LT2
S_15658	1	LT2
S_15659	1	LT2
S_15660	1	LT2
S_15661	1	LT2
S_15662	1	LT2
S_15663	1	LT2
S_15664	1	LT2
S_15665	1	LT2
S_15666	1	LT2
S_15667	1	LT2
S_15668	1	LT2
S_15669	1	LT2
S_15670	1	LT2
S_15671	1	LT2
S_15672	1	LT2
S_15673	1	LT2
S_15674	1	LT2
S_15675	1	LT2
S_15676	1	LT2
S_15677	1	LT2
S_15678	1	LT2
S_15679	1	LT2
S_15680	1	LT2
S_15681	1	LT2
S_15682	1	LT2
S_15683	1	LT2
S_15684	1	LT2
S_15685	1	LT2
S_15686	1	LT2
S_15687	1	LT2
S_15688	1	LT2
S_15689	1	LT2
S_15690	1	LT2
S_15691	1	LT2
S_15692	1	LT2
S_15693	1	LT2
S_15694	1	LT2
S_15695	1	LT2
S_15696	1	LT2
S_15697	1	LT2
S_15698	1	LT2
S_15699	1	LT2
S_15700	1	LT2
S_15701	1	LT2
S_15702	1	LT2
S_15703	1	LT2
S_15704	1	LT2
S_15705	1	LT2
S_15706	1	LT2
S_15707	1	LT2
S_15709	1	LT2
S_15710	1	LT2
S_15711	1	LT2
S_15712	1	LT2
S_15713	1	LT2
S_15714	1	LT2
S_15715	1	LT2
S_15716	1	LT2
S_15717	1	LT2
S_15718	1	LT2
S_15719	1	LT2
S_15720	1	LT2
S_15721	1	LT2
S_15722	1	LT2
S_15723	1	LT2
S_15724	1	LT2
S_15725	1	LT2
S_15726	1	LT2
S_15727	1	LT2
S_15728	1	LT2
S_15729	1	LT2
S_15730	1	LT2
S_15731	1	LT2
S_15732	1	LT2
S_15733	1	LT2
S_15734	1	LT2
S_15735	1	LT2
S_15736	1	LT2
S_15737	1	LT2
S_15738	1	LT2
S_15739	1	LT2
S_15740	1	LT2
S_15741	1	LT2
S_15742	1	LT2
S_15743	1	LT2
S_15744	1	LT2
S_15745	1	LT2
S_15746	1	LT2
S_15747	1	LT2
S_15748	1	LT2
S_15749	1	LT2
S_15750	1	LT2
S_15751	1	LT2
S_15752	1	LT2
S_15753	1	LT2
S_15754	1	LT2
S_15755	1	LT2
S_15756	1	LT2
S_15757	1	LT2
S_15758	1	LT2
S_15759	1	LT2
S_15760	1	LT2
S_15761	1	LT2
S_15762	1	LT2
S_15763	1	LT2
S_15764	1	LT2
S_15765	1	LT2
S_15766	1	LT2
S_15767	1	LT2
S_15768	1	LT2
S_15769	1	LT2
S_15771	1	LT2
S_15772	1	LT2
S_15773	1	LT2
S_15774	1	LT2
S_15775	1	LT2
S_15778	1	LT2
S_15779	1	LT2
S_15780	1	LT2
S_15781	1	LT2
S_15783	1	LT2
S_15785	1	LT2
S_15786	1	LT2
S_15787	1	LT2
S_15788	1	LT2
S_15790	1	LT2
S_15792	1	LT2
S_15793	1	LT2
S_15796	1	LT2
S_15797	1	LT2
S_15799	1	LT2
S_15800	1	LT2
S_15801	1	LT2
S_15803	1	LT2
S_15804	1	LT2
S_15805	1	LT2
S_15806	1	LT2
S_15807	1	LT2
S_15809	1	LT2
S_15810	1	LT2
S_15811	1	LT2
S_15812	1	LT2
S_15813	1	LT2
S_15814	1	LT2
S_15816	1	LT2
S_15817	1	LT2
S_15818	1	LT2
S_15819	1	LT2
S_15820	1	LT2
S_15821	1	LT2
S_15822	1	LT2
S_15824	1	LT2
S_15825	1	LT2
S_15826	1	LT2
S_15827	1	LT2
S_15828	1	LT2
S_15829	1	LT2
S_15830	1	LT2
S_15831	1	LT2
S_15832	1	LT2
S_15833	1	LT2
S_15834	1	LT2
S_15835	1	LT2
S_15836	1	LT2
S_15837	1	LT2
S_15838	1	LT2
S_15839	1	LT2
S_7330	204	LT3
S_4569	97	LT3
S_4568	96	LT3
S_4570	93	LT3
S_4571	79	LT3
S_15840	76	LT3
S_15843	70	LT3
S_4572	68	LT3
S_15841	61	LT3
S_15842	59	LT3
M_41	46	LT3
S_4573	46	LT3
S_6444	45	LT3
S_4575	44	LT3
S_4574	41	LT3
S_4576	39	LT3
M_129	38	LT3
S_15844	32	LT3
S_15845	31	LT3
S_15846	30	LT3
S_4578	30	LT3
S_4580	30	LT3
S_4581	30	LT3
S_8471	29	LT3
S_4583	27	LT3
M_83	26	LT3
S_4587	26	LT3
S_4590	26	LT3
S_4584	25	LT3
S_4601	24	LT3
S_4626	24	LT3
S_15847	23	LT3
S_15848	23	LT3
S_4602	23	LT3
S_4591	22	LT3
S_4592	22	LT3
S_4594	22	LT3
S_4856	22	LT3
M_120	21	LT3
S_15849	21	LT3
S_4593	21	LT3
S_4595	21	LT3
S_4597	21	LT3
S_4610	19	LT3
S_4926	19	LT3
M_31	18	LT3
S_15850	17	LT3
S_15851	17	LT3
S_15852	16	LT3
S_15853	16	LT3
S_4617	16	LT3
S_15854	15	LT3
S_4609	15	LT3
M_104	14	LT3
S_15855	14	LT3
S_15856	14	LT3
S_15857	14	LT3
S_15894	14	LT3
S_15897	14	LT3
S_4616	14	LT3
S_4619	14	LT3
S_15858	13	LT3
S_15859	13	LT3
S_4623	13	LT3
S_4627	13	LT3
S_4644	13	LT3
S_4651	13	LT3
S_5200	13	LT3
S_15860	12	LT3
S_15861	12	LT3
S_15908	12	LT3
S_15923	12	LT3
S_4628	12	LT3
S_4631	12	LT3
S_4635	12	LT3
S_4642	12	LT3
S_4822	12	LT3
S_4838	12	LT3
S_15862	11	LT3
S_15863	11	LT3
S_4634	11	LT3
S_4638	11	LT3
S_4639	11	LT3
S_4640	11	LT3
S_4645	11	LT3
S_4646	11	LT3
S_4652	11	LT3
S_4653	11	LT3
S_4836	11	LT3
S_15864	10	LT3
S_15865	10	LT3
S_15866	10	LT3
S_15867	10	LT3
S_15868	10	LT3
S_15942	10	LT3
S_4647	10	LT3
S_4648	10	LT3
S_4650	10	LT3
S_4657	10	LT3
S_4659	10	LT3
S_4664	10	LT3
S_4666	10	LT3
S_4685	10	LT3
S_4837	10	LT3
S_4893	10	LT3
S_15869	9	LT3
S_15870	9	LT3
S_15871	9	LT3
S_15872	9	LT3
S_15873	9	LT3
S_15874	9	LT3
S_15875	9	LT3
S_4656	9	LT3
S_4669	9	LT3
S_4675	9	LT3
S_4676	9	LT3
S_4692	9	LT3
S_4696	9	LT3
S_4699	9	LT3
S_4700	9	LT3
S_4779	9	LT3
S_4833	9	LT3
S_5257	9	LT3
M_48	8	LT3
S_12003	8	LT3
S_15876	8	LT3
S_15877	8	LT3
S_15878	8	LT3
S_15879	8	LT3
S_15880	8	LT3
